order_id,customer_id,order_date,amount,city
1030,C130,,1200.0,Surat
1031,C131,,540.0,Delhi
1032,C132,,690.0,Mumbai
1033,C133,,800.0,Lucknow
1034,C134,,0.0,Chennai
1035,C135,,470.0,Kolkata
1036,C136,,920.0,Pune
1037,C137,,610.0,Hyderabad
1038,C138,,880.0,Ahmedabad
1039,C139,,760.0,Jaipur
1040,C140,,1020.0,Surat
1041,C141,,640.0,Delhi
1042,C142,,710.0,Mumbai
1043,C143,,550.0,Lucknow
1044,C144,,890.0,Chennai
1045,C145,,0.0,Kolkata
1046,C146,,970.0,Pune
1047,C147,,680.0,Hyderabad
1048,C148,,740.0,Ahmedabad
1049,C149,,860.0,Jaipur
1050,C150,,920.0,Surat
1051,C151,,510.0,Delhi
1052,C152,,630.0,Mumbai
1053,C153,,720.0,Lucknow
1054,C154,,810.0,Chennai
1055,C155,,0.0,Kolkata
1056,C156,,450.0,Pune
1057,C157,,980.0,Hyderabad
1058,C158,,530.0,Ahmedabad
1059,C159,,760.0,Jaipur
1060,C160,,890.0,Surat
1061,C161,,650.0,Delhi
1062,C162,,710.0,Mumbai
1063,C163,,880.0,Lucknow
1064,C164,,920.0,Chennai
1065,C165,2025-03-13,0.0,Kolkata
1066,C166,,540.0,Pune
1067,C167,,670.0,Hyderabad
1068,C168,2025-03-14,780.0,Ahmedabad
1069,C169,,850.0,Jaipur
1070,C170,,990.0,Surat
1071,C171,2025-03-15,430.0,Delhi
1072,C172,,620.0,Mumbai
1073,C173,,700.0,Lucknow
1074,C174,2025-03-16,810.0,Chennai
1075,C175,,920.0,Kolkata
1076,C176,,0.0,Pune
1077,C177,2025-03-17,540.0,Hyderabad
1078,C178,,660.0,Ahmedabad
1079,C179,,720.0,Jaipur
1080,C180,2025-03-18,880.0,Surat
1081,C181,,940.0,Delhi
1082,C182,,560.0,Mumbai
1083,C183,2025-03-19,770.0,Lucknow
1084,C184,,830.0,Chennai
1085,C185,,0.0,Kolkata
1086,C186,2025-03-20,610.0,Pune
1087,C187,,720.0,Hyderabad
1088,C188,,890.0,Ahmedabad
1089,C189,2025-03-21,950.0,Jaipur
1090,C190,,1020.0,Surat
1091,C191,,480.0,Delhi
1092,C192,2025-03-22,690.0,Mumbai
1093,C193,,810.0,Lucknow
1094,C194,,0.0,Chennai
1095,C195,2025-03-23,540.0,Kolkata
1096,C196,,670.0,Pune
1097,C197,,720.0,Hyderabad
1098,C198,2025-03-24,860.0,Ahmedabad
1099,C199,,930.0,Jaipur
1100,C200,,1050.0,Surat
